1000000,3
1000001,3
1000002,3
1000003,3
1000004,3
1000005,3
1000006,3
1000007,3
1000008,3
1000009,3
1000010,3
1000011,3
1000012,3
1000013,3
1000014,3
1000015,3
1000016,3
1000017,3
1000018,3
1000019,3
1000020,3
1000021,3
1000022,3
1000023,3
1000024,3
1000025,3
1000026,2
1000027,2
1000028,2
1000029,2
1000030,2
1000031,2
1000032,2
1000033,2
1000034,3
1000035,3
1000036,3
1000037,3
1000038,3
1000039,3
1000040,3
1000041,3
1000042,3
1000043,3
1000044,3
1000045,3
1000046,3
1000047,2
1000048,2
1000049,2
1000050,3
1000051,1
1000052,1
1000053,1
1000054,1
1000055,1
1000056,1
1000057,3
1000058,3
1000059,3
1000060,3
1000061,3
1000062,3
1000063,3
1000064,3
1000065,3
1000066,3
1000067,3
1000068,3
1000069,3
1000070,3
1000071,3
1000072,3
1000073,3
1000074,3
1000075,3
1000076,3
1000077,3
1000078,3
1000079,3
1000080,3
1000081,3
1000082,3
1000083,3
1000084,3
1000085,3
1000086,3
1000087,3
1000088,3
1000089,3
1000090,3
1000091,3
1000092,3
1000093,2
1000094,2
1000095,2
1000096,2
1000097,2
1000098,2
1000099,2
1000100,2
1000101,2
1000102,3
1000103,3
1000104,1
1000105,3
1000106,3
1000107,3
1000108,3
1000109,3
1000110,3
1000111,3
1000112,3
1000113,3
1000114,3
1000115,3
1000116,3
1000117,3
1000118,3
1000119,3
1000120,3
1000121,3
1000122,3
1000123,3
1000124,3
1000125,3
1000126,3
1000127,3
1000128,3
1000129,3
1000130,1
1000131,1
1000132,1
1000133,1
1000134,1
1000135,1
1000136,1
1000137,1
1000138,1
1000139,1
1000140,1
1000141,1
1000142,1
1000143,1
1000144,1
1000145,1
1000146,1
1000147,1
1000148,1
1000149,1
1000150,1
1000151,1
1000152,1
1000153,1
1000154,1
1000155,1
1000156,1
1000157,1
1000158,1
1000159,1
1000160,1
1000161,1
1000162,1
1000163,2
1000164,3
1000165,3
1000166,3
1000167,3
1000168,3
1000169,3
1000170,3
1000171,3
1000172,3
1000173,3
1000174,3
1000175,3
1000176,3
1000177,3
1000178,3
1000179,3
1000180,3
1000181,3
1000182,3
1000183,3
1000184,3
1000185,3
1000186,3
1000187,3
1000188,3
1000189,3
1000190,3
1000191,3
1000192,3
1000193,3
1000194,3
1000195,3
1000196,3
1000197,3
1000198,3
1000199,3
1000200,3
1000201,3
1000202,3
1000203,3
1000204,3
1000205,3
1000206,3
1000207,3
1000208,3
1000209,3
1000210,3
1000211,3
1000212,3
1000213,3
1000214,3
1000215,3
1000216,3
1000217,3
1000218,3
1000219,3
1000220,3
1000221,3
1000222,3
1000223,3
1000224,3
1000225,3
1000226,3
1000227,3
1000228,3
1000229,3
1000230,3
1000231,3
1000232,3
1000233,3
1000234,3
1000235,3
1000236,1
1000237,1
1000238,1
1000239,1
1000240,1
1000241,1
1000242,1
1000243,1
1000244,1
1000245,1
1000246,1
1000247,1
1000248,1
1000249,1
1000250,1
1000251,1
1000252,1
1000253,1
1000254,1
1000255,1
1000256,1
1000257,1
1000258,1
1000259,1
1000260,1
1000261,3
1000262,3
1000263,3
1000264,3
1000265,3
1000266,3
1000267,3
1000268,3
1000269,3
1000270,3
1000271,3
1000272,3
1000273,3
1000274,3
1000275,3
1000276,3
1000277,3
1000278,3
1000279,3
1000280,3
1000281,3
1000282,3
1000283,3
1000284,3
1000285,3
1000286,3
1000287,3
1000288,3
1000289,3
1000290,3
1000291,3
1000292,3
1000293,3
1000294,3
1000295,3
1000296,3
1000297,3
1000298,3
1000299,3
1000300,3
1000301,3
1000302,3
1000303,3
1000304,3
1000305,3
1000306,3
1000307,3
1000308,3
1000309,3
1000310,3
1000311,3
1000312,3
1000313,3
1000314,3
1000315,3
1000316,3
1000317,3
1000318,3
1000319,2
1000320,2
1000321,2
1000322,1
1000323,3
1000324,3
1000325,3
1000326,3
1000327,3
1000328,3
1000329,3
1000330,3
1000331,3
1000332,3
1000333,3
1000334,3
1000335,3
1000336,3
1000337,3
1000338,3
1000339,3
1000340,3
1000341,3
1000342,3
1000343,3
1000344,3
1000345,3
1000346,3
1000347,3
1000348,3
1000349,3
1000350,3
1000351,3
1000352,3
1000353,3
1000354,3
1000355,3
1000356,3
1000357,3
1000358,3
1000359,3
1000360,3
1000361,3
1000362,3
1000363,3
1000364,3
1000365,3
1000366,3
1000367,3
1000368,3
1000369,3
1000370,3
1000371,3
1000372,1
1000373,3
1000374,1
1000375,1
1000376,1
1000377,1
1000378,1
1000379,1
1000380,1
1000381,1
1000382,1
1000383,1
1000384,1
1000385,1
1000386,1
1000387,1
1000388,1
1000389,1
1000390,1
1000391,1
1000392,1
1000393,1
1000394,1
1000395,1
1000396,1
1000397,1
1000398,1
1000399,1
1000400,1
1000401,1
1000402,1
1000403,1
1000404,1
1000405,1
1000406,1
1000407,1
1000408,1
1000409,1
1000410,1
1000411,1
1000412,1
1000413,1
1000414,1
1000415,1
1000416,1
1000417,1
1000418,1
1000419,1
1000420,1
1000421,1
1000422,1
1000423,1
1000424,1
1000425,1
1000426,1
1000427,1
1000428,1
1000429,1
1000430,1
1000431,1
1000432,1
1000433,1
1000434,1
1000435,1
1000436,1
1000437,1
1000438,1
1000439,1
1000440,1
1000441,1
1000442,1
1000443,1
1000444,1
1000445,1
1000446,1
1000447,1
1000448,1
1000449,1
1000450,1
1000451,2
1000452,2
1000453,2
1000454,2
1000455,2
1000456,2
1000457,2
1000458,2
1000459,2
1000460,2
1000461,2
1000462,2
1000463,2
1000464,2
1000465,2
1000466,2
1000467,2
1000468,1
1000469,1
1000470,1
1000471,1
1000472,1
1000473,1
1000474,1
1000475,1
1000476,1
1000477,1
1000478,1
1000479,1
1000480,1
1000481,1
1000482,1
1000483,1
1000484,1
1000485,1
1000486,1
1000487,1
1000488,1
1000489,1
1000490,1
1000491,1
1000492,1
1000493,1
1000494,1
1000495,1
1000496,1
1000497,1
1000498,1
1000499,1
1000500,1
1000501,1
1000502,3
1000503,3
1000504,3
1000505,3
1000506,3
1000507,3
1000508,3
1000509,3
1000510,3
1000511,3
1000512,3
1000513,3
1000514,3
1000515,3
1000516,3
1000517,3
1000518,3
1000519,3
1000520,3
1000521,3
1000522,3
1000523,3
1000524,3
1000525,3
1000526,3
1000527,3
1000528,3
1000529,3
1000530,3
1000531,3
1000532,3
1000533,3
1000534,3
1000535,3
1000536,3
1000537,3
1000538,3
1000539,1
1000540,1
1000541,1
1000542,1
1000543,1
1000544,1
1000545,1
1000546,1
1000547,1
1000548,1
1000549,1
1000550,1
1000551,1
1000552,1
1000553,1
1000554,1
1000555,1
1000556,1
1000557,1
1000558,1
1000559,3
1000560,3
1000561,3
1000562,3
1000563,3
1000564,3
1000565,3
1000566,3
1000567,3
1000568,3
1000569,3
1000570,1
1000571,1
1000572,1
1000573,1
1000574,3
1000575,3
1000576,3
1000577,3
1000578,3
1000579,3
1000580,3
1000581,3
1000582,3
1000583,3
1000584,3
1000585,3
1000586,3
1000587,3
1000588,3
1000589,3
1000590,3
1000591,2
1000592,2
1000593,2
1000594,2
1000595,2
1000596,2
1000597,2
1000598,2
1000599,2
1000600,2
1000601,2
1000602,2
1000603,2
1000604,2
1000605,2
1000606,2
1000607,2
1000608,2
1000609,3
1000610,3
1000611,3
1000612,3
1000613,3
1000614,3
1000615,3
1000616,3
1000617,3
1000618,3
1000619,3
1000620,3
1000621,3
1000622,3
1000623,3
1000624,3
1000625,3
1000626,3
1000627,3
1000628,3
1000629,3
1000630,3
1000631,3
