1000000,3
1000001,3
1000002,3
1000003,3
1000004,3
1000005,3
1000006,1
1000007,1
1000008,1
1000009,1
1000010,1
1000011,1
1000012,1
1000013,1
1000014,1
1000015,1
1000016,1
1000017,1
1000018,1
1000019,1
1000020,1
1000021,1
1000022,1
1000023,1
1000024,1
1000025,1
1000026,2
1000027,2
1000028,2
1000029,2
1000030,2
1000031,2
1000032,2
1000033,2
1000034,1
1000035,2
1000036,3
1000037,3
1000038,3
1000039,3
1000040,3
1000041,3
1000042,3
1000043,3
1000044,3
1000045,3
1000046,3
1000047,3
1000048,3
1000049,3
1000050,1
1000051,1
1000052,1
1000053,1
1000054,1
1000055,1
1000056,1
1000057,3
1000058,3
1000059,3
1000060,3
1000061,3
1000062,3
1000063,3
1000064,3
1000065,3
1000066,3
1000067,3
1000068,3
1000069,3
1000070,3
1000071,3
1000072,3
1000073,3
1000074,3
1000075,3
1000076,3
1000077,3
1000078,3
1000079,3
1000080,3
1000081,3
1000082,3
1000083,3
1000084,3
1000085,3
1000086,3
1000087,3
1000088,3
1000089,3
1000090,3
1000091,3
1000092,3
1000093,2
1000094,2
1000095,2
1000096,2
1000097,2
1000098,2
1000099,2
1000100,2
1000101,2
1000102,2
1000103,2
1000104,3
1000105,2
1000106,2
1000107,2
1000108,2
1000109,2
1000110,2
1000111,2
1000112,2
1000113,2
1000114,2
1000115,2
1000116,2
1000117,2
1000118,2
1000119,2
1000120,2
1000121,2
1000122,2
1000123,2
1000124,2
1000125,2
1000126,2
1000127,2
1000128,2
1000129,2
1000130,1
1000131,1
1000132,1
1000133,1
1000134,1
1000135,1
1000136,1
1000137,1
1000138,1
1000139,1
1000140,1
1000141,1
1000142,1
1000143,1
1000144,1
1000145,1
1000146,1
1000147,1
1000148,1
1000149,1
1000150,1
1000151,1
1000152,1
1000153,1
1000154,1
1000155,1
1000156,1
1000157,1
1000158,1
1000159,1
1000160,1
1000161,1
1000162,1
1000163,2
1000164,2
1000165,2
1000166,2
1000167,2
1000168,2
1000169,2
1000170,2
1000171,2
1000172,2
1000173,2
1000174,2
1000175,2
1000176,2
1000177,2
1000178,2
1000179,2
1000180,2
1000181,2
1000182,2
1000183,2
1000184,2
1000185,2
1000186,2
1000187,2
1000188,3
1000189,3
1000190,3
1000191,3
1000192,3
1000193,3
1000194,3
1000195,2
1000196,2
1000197,2
1000198,2
1000199,2
1000200,2
1000201,2
1000202,3
1000203,3
1000204,3
1000205,3
1000206,3
1000207,3
1000208,3
1000209,3
1000210,3
1000211,3
1000212,3
1000213,3
1000214,3
1000215,3
1000216,3
1000217,1
1000218,1
1000219,1
1000220,1
1000221,1
1000222,1
1000223,1
1000224,1
1000225,1
1000226,1
1000227,1
1000228,1
1000229,1
1000230,1
1000231,1
1000232,1
1000233,1
1000234,1
1000235,1
1000236,3
1000237,1
1000238,3
1000239,1
1000240,3
1000241,3
1000242,3
1000243,1
1000244,3
1000245,1
1000246,1
1000247,1
1000248,1
1000249,1
1000250,1
1000251,3
1000252,1
1000253,1
1000254,1
1000255,1
1000256,1
1000257,3
1000258,3
1000259,3
1000260,3
1000261,2
1000262,2
1000263,2
1000264,2
1000265,2
1000266,2
1000267,2
1000268,2
1000269,2
1000270,2
1000271,2
1000272,2
1000273,2
1000274,2
1000275,2
1000276,2
1000277,2
1000278,2
1000279,2
1000280,2
1000281,2
1000282,2
1000283,2
1000284,2
1000285,2
1000286,2
1000287,2
1000288,3
1000289,3
1000290,3
1000291,3
1000292,3
1000293,3
1000294,3
1000295,3
1000296,3
1000297,3
1000298,3
1000299,3
1000300,3
1000301,3
1000302,3
1000303,3
1000304,3
1000305,3
1000306,3
1000307,3
1000308,3
1000309,3
1000310,3
1000311,3
1000312,3
1000313,3
1000314,3
1000315,3
1000316,3
1000317,3
1000318,3
1000319,2
1000320,2
1000321,2
1000322,1
1000323,2
1000324,2
1000325,3
1000326,3
1000327,3
1000328,3
1000329,2
1000330,3
1000331,2
1000332,3
1000333,2
1000334,3
1000335,1
1000336,1
1000337,1
1000338,1
1000339,1
1000340,1
1000341,1
1000342,1
1000343,1
1000344,1
1000345,1
1000346,1
1000347,1
1000348,1
1000349,1
1000350,1
1000351,1
1000352,1
1000353,1
1000354,1
1000355,1
1000356,1
1000357,1
1000358,1
1000359,1
1000360,1
1000361,1
1000362,1
1000363,1
1000364,1
1000365,3
1000366,3
1000367,3
1000368,3
1000369,3
1000370,3
1000371,3
1000372,2
1000373,3
1000374,1
1000375,1
1000376,1
1000377,1
1000378,1
1000379,1
1000380,1
1000381,1
1000382,1
1000383,1
1000384,1
1000385,1
1000386,1
1000387,1
1000388,1
1000389,1
1000390,1
1000391,1
1000392,1
1000393,1
1000394,1
1000395,1
1000396,1
1000397,1
1000398,1
1000399,1
1000400,1
1000401,1
1000402,1
1000403,1
1000404,1
1000405,1
1000406,1
1000407,1
1000408,1
1000409,1
1000410,1
1000411,1
1000412,1
1000413,1
1000414,3
1000415,3
1000416,3
1000417,3
1000418,3
1000419,2
1000420,2
1000421,2
1000422,2
1000423,2
1000424,2
1000425,2
1000426,2
1000427,2
1000428,2
1000429,2
1000430,2
1000431,2
1000432,2
1000433,2
1000434,2
1000435,2
1000436,2
1000437,2
1000438,2
1000439,2
1000440,2
1000441,2
1000442,2
1000443,2
1000444,2
1000445,2
1000446,2
1000447,2
1000448,2
1000449,2
1000450,2
1000451,3
1000452,3
1000453,3
1000454,3
1000455,3
1000456,3
1000457,3
1000458,3
1000459,3
1000460,3
1000461,3
1000462,3
1000463,3
1000464,3
1000465,3
1000466,3
1000467,3
1000468,1
1000469,3
1000470,1
1000471,3
1000472,1
1000473,1
1000474,3
1000475,3
1000476,3
1000477,3
1000478,1
1000479,3
1000480,3
1000481,3
1000482,3
1000483,3
1000484,3
1000485,3
1000486,3
1000487,3
1000488,3
1000489,3
1000490,3
1000491,3
1000492,1
1000493,1
1000494,1
1000495,1
1000496,1
1000497,1
1000498,1
1000499,1
1000500,1
1000501,1
1000502,2
1000503,2
1000504,2
1000505,2
1000506,3
1000507,3
1000508,3
1000509,3
1000510,3
1000511,3
1000512,3
1000513,3
1000514,3
1000515,3
1000516,3
1000517,3
1000518,3
1000519,3
1000520,3
1000521,3
1000522,3
1000523,3
1000524,3
1000525,3
1000526,3
1000527,3
1000528,3
1000529,3
1000530,3
1000531,3
1000532,3
1000533,3
1000534,3
1000535,3
1000536,3
1000537,3
1000538,3
1000539,1
1000540,1
1000541,1
1000542,1
1000543,1
1000544,1
1000545,1
1000546,1
1000547,1
1000548,1
1000549,1
1000550,1
1000551,1
1000552,1
1000553,1
1000554,1
1000555,1
1000556,1
1000557,1
1000558,1
1000559,2
1000560,2
1000561,2
1000562,2
1000563,2
1000564,2
1000565,2
1000566,2
1000567,2
1000568,2
1000569,2
1000570,3
1000571,3
1000572,3
1000573,3
1000574,2
1000575,2
1000576,2
1000577,2
1000578,2
1000579,2
1000580,2
1000581,2
1000582,2
1000583,2
1000584,1
1000585,1
1000586,1
1000587,1
1000588,1
1000589,1
1000590,3
1000591,2
1000592,2
1000593,2
1000594,2
1000595,2
1000596,2
1000597,2
1000598,2
1000599,2
1000600,2
1000601,2
1000602,2
1000603,2
1000604,2
1000605,2
1000606,2
1000607,2
1000608,2
1000609,2
1000610,2
1000611,2
1000612,2
1000613,2
1000614,2
1000615,2
1000616,2
1000617,2
1000618,2
1000619,2
1000620,2
1000621,2
1000622,2
1000623,2
1000624,2
1000625,2
1000626,3
1000627,3
1000628,3
1000629,3
1000630,3
1000631,3
