1000000,3
1000001,3
1000002,3
1000003,3
1000004,3
1000005,3
1000006,3
1000007,3
1000008,3
1000009,3
1000010,3
1000011,3
1000012,3
1000013,3
1000014,3
1000015,3
1000016,3
1000017,3
1000018,3
1000019,3
1000020,3
1000021,3
1000022,3
1000023,3
1000024,3
1000025,3
1000026,2
1000027,2
1000028,2
1000029,2
1000030,2
1000031,2
1000032,2
1000033,2
1000034,1
1000035,1
1000036,2
1000037,3
1000038,2
1000039,2
1000040,3
1000041,3
1000042,3
1000043,2
1000044,3
1000045,2
1000046,3
1000047,2
1000048,3
1000049,3
1000050,1
1000051,1
1000052,1
1000053,1
1000054,1
1000055,1
1000056,1
1000057,3
1000058,1
1000059,1
1000060,1
1000061,3
1000062,3
1000063,1
1000064,1
1000065,3
1000066,2
1000067,1
1000068,3
1000069,3
1000070,2
1000071,1
1000072,1
1000073,3
1000074,3
1000075,3
1000076,3
1000077,1
1000078,3
1000079,3
1000080,3
1000081,3
1000082,3
1000083,2
1000084,3
1000085,1
1000086,3
1000087,3
1000088,1
1000089,3
1000090,3
1000091,1
1000092,3
1000093,2
1000094,2
1000095,2
1000096,2
1000097,2
1000098,2
1000099,2
1000100,2
1000101,2
1000102,3
1000103,3
1000104,3
1000105,3
1000106,3
1000107,3
1000108,1
1000109,2
1000110,2
1000111,3
1000112,1
1000113,3
1000114,3
1000115,3
1000116,3
1000117,1
1000118,2
1000119,2
1000120,2
1000121,2
1000122,3
1000123,3
1000124,2
1000125,1
1000126,2
1000127,2
1000128,3
1000129,2
1000130,1
1000131,1
1000132,1
1000133,1
1000134,1
1000135,1
1000136,1
1000137,1
1000138,1
1000139,1
1000140,3
1000141,1
1000142,1
1000143,1
1000144,1
1000145,1
1000146,1
1000147,1
1000148,1
1000149,1
1000150,1
1000151,1
1000152,1
1000153,1
1000154,1
1000155,1
1000156,3
1000157,1
1000158,1
1000159,1
1000160,1
1000161,1
1000162,1
1000163,2
1000164,3
1000165,3
1000166,3
1000167,3
1000168,3
1000169,3
1000170,3
1000171,3
1000172,3
1000173,3
1000174,3
1000175,3
1000176,3
1000177,3
1000178,3
1000179,3
1000180,3
1000181,3
1000182,3
1000183,3
1000184,3
1000185,3
1000186,3
1000187,3
1000188,2
1000189,2
1000190,2
1000191,2
1000192,3
1000193,3
1000194,3
1000195,1
1000196,1
1000197,1
1000198,1
1000199,1
1000200,1
1000201,1
1000202,3
1000203,3
1000204,2
1000205,3
1000206,3
1000207,3
1000208,3
1000209,3
1000210,3
1000211,2
1000212,3
1000213,3
1000214,3
1000215,3
1000216,3
1000217,1
1000218,1
1000219,1
1000220,1
1000221,2
1000222,1
1000223,1
1000224,1
1000225,1
1000226,1
1000227,1
1000228,1
1000229,2
1000230,1
1000231,1
1000232,1
1000233,2
1000234,1
1000235,1
1000236,3
1000237,3
1000238,3
1000239,3
1000240,1
1000241,3
1000242,3
1000243,2
1000244,3
1000245,3
1000246,2
1000247,3
1000248,2
1000249,3
1000250,3
1000251,3
1000252,3
1000253,2
1000254,3
1000255,3
1000256,3
1000257,3
1000258,1
1000259,3
1000260,3
1000261,3
1000262,3
1000263,3
1000264,3
1000265,3
1000266,3
1000267,3
1000268,3
1000269,3
1000270,3
1000271,3
1000272,3
1000273,3
1000274,3
1000275,3
1000276,3
1000277,3
1000278,3
1000279,3
1000280,3
1000281,3
1000282,3
1000283,3
1000284,3
1000285,3
1000286,3
1000287,3
1000288,2
1000289,3
1000290,3
1000291,2
1000292,3
1000293,3
1000294,3
1000295,2
1000296,2
1000297,2
1000298,2
1000299,2
1000300,2
1000301,2
1000302,2
1000303,2
1000304,2
1000305,2
1000306,2
1000307,2
1000308,2
1000309,2
1000310,2
1000311,2
1000312,2
1000313,2
1000314,2
1000315,2
1000316,2
1000317,2
1000318,2
1000319,2
1000320,2
1000321,2
1000322,3
1000323,2
1000324,3
1000325,1
1000326,2
1000327,2
1000328,3
1000329,2
1000330,3
1000331,3
1000332,3
1000333,3
1000334,3
1000335,3
1000336,3
1000337,3
1000338,3
1000339,3
1000340,3
1000341,3
1000342,3
1000343,3
1000344,3
1000345,3
1000346,3
1000347,3
1000348,3
1000349,3
1000350,3
1000351,3
1000352,3
1000353,3
1000354,3
1000355,3
1000356,3
1000357,3
1000358,3
1000359,3
1000360,3
1000361,1
1000362,3
1000363,3
1000364,2
1000365,1
1000366,3
1000367,3
1000368,1
1000369,1
1000370,1
1000371,3
1000372,1
1000373,3
1000374,1
1000375,1
1000376,1
1000377,1
1000378,3
1000379,3
1000380,3
1000381,1
1000382,3
1000383,3
1000384,1
1000385,1
1000386,1
1000387,1
1000388,1
1000389,1
1000390,1
1000391,1
1000392,3
1000393,3
1000394,1
1000395,1
1000396,1
1000397,1
1000398,1
1000399,1
1000400,1
1000401,1
1000402,1
1000403,1
1000404,1
1000405,1
1000406,1
1000407,1
1000408,1
1000409,1
1000410,1
1000411,1
1000412,1
1000413,1
1000414,1
1000415,1
1000416,1
1000417,1
1000418,3
1000419,1
1000420,1
1000421,3
1000422,2
1000423,2
1000424,1
1000425,1
1000426,1
1000427,1
1000428,3
1000429,3
1000430,3
1000431,3
1000432,2
1000433,3
1000434,3
1000435,3
1000436,3
1000437,3
1000438,1
1000439,3
1000440,1
1000441,3
1000442,3
1000443,3
1000444,1
1000445,1
1000446,3
1000447,1
1000448,3
1000449,3
1000450,1
1000451,2
1000452,2
1000453,2
1000454,2
1000455,3
1000456,3
1000457,3
1000458,2
1000459,3
1000460,3
1000461,2
1000462,2
1000463,2
1000464,2
1000465,3
1000466,2
1000467,3
1000468,3
1000469,3
1000470,3
1000471,3
1000472,3
1000473,3
1000474,3
1000475,3
1000476,3
1000477,3
1000478,3
1000479,3
1000480,3
1000481,1
1000482,1
1000483,1
1000484,1
1000485,1
1000486,3
1000487,3
1000488,1
1000489,1
1000490,1
1000491,1
1000492,2
1000493,1
1000494,3
1000495,3
1000496,1
1000497,3
1000498,3
1000499,1
1000500,3
1000501,3
1000502,2
1000503,2
1000504,2
1000505,2
1000506,3
1000507,1
1000508,2
1000509,2
1000510,3
1000511,2
1000512,2
1000513,2
1000514,2
1000515,2
1000516,2
1000517,2
1000518,1
1000519,1
1000520,3
1000521,2
1000522,3
1000523,3
1000524,2
1000525,2
1000526,2
1000527,2
1000528,3
1000529,2
1000530,1
1000531,1
1000532,1
1000533,2
1000534,2
1000535,2
1000536,3
1000537,2
1000538,2
1000539,2
1000540,1
1000541,3
1000542,3
1000543,1
1000544,3
1000545,1
1000546,3
1000547,3
1000548,1
1000549,3
1000550,2
1000551,1
1000552,2
1000553,3
1000554,2
1000555,3
1000556,1
1000557,1
1000558,3
1000559,3
1000560,3
1000561,3
1000562,3
1000563,1
1000564,1
1000565,3
1000566,1
1000567,3
1000568,1
1000569,1
1000570,3
1000571,3
1000572,3
1000573,3
1000574,3
1000575,3
1000576,3
1000577,3
1000578,3
1000579,3
1000580,3
1000581,3
1000582,3
1000583,3
1000584,3
1000585,1
1000586,3
1000587,3
1000588,3
1000589,3
1000590,3
1000591,2
1000592,2
1000593,2
1000594,2
1000595,2
1000596,2
1000597,3
1000598,2
1000599,3
1000600,3
1000601,3
1000602,3
1000603,3
1000604,2
1000605,3
1000606,3
1000607,3
1000608,3
1000609,2
1000610,3
1000611,2
1000612,2
1000613,2
1000614,2
1000615,2
1000616,2
1000617,2
1000618,2
1000619,2
1000620,2
1000621,2
1000622,3
1000623,2
1000624,2
1000625,3
1000626,3
1000627,3
1000628,3
1000629,3
1000630,3
1000631,3
